disprotID,uniprotID,name,species,seqlength,numdisorder,discontent,numhomologs,gaps
DP00293,O33246,"Prokaryotic ubiquitin-like protein Pup",Mycobacterium tuberculosis,64,49,76.6,136,0.164165666267
DP00294,P07017,"Methyl-accepting chemotaxis protein II",Escherichia coli,553,30,5.4,2881,0.533217632766
DP00295,P0A5R6,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",Mycobacterium tuberculosis,249,16,6.4,1710,0.836659356725
DP00296,P0AE73,"Antitoxin MazE",Escherichia coli,82,41,50.0,1012,0.515930781837
DP00297,P10415,"Apoptosis regulator Bcl-2",Homo sapiens,239,62,25.9,337,0.884225136403
DP00298,Q07817,"Bcl-2-like protein 1",Homo sapiens,233,70,30.0,342,0.790517961571
DP00299,P0AE70,"mRNA interferase MazF",Escherichia coli,111,15,13.5,1050,0.100634920635
DP00300,P02942,"Methyl-accepting chemotaxis protein I",Escherichia coli,551,31,5.6,2809,0.534962505311
DP00301,P0ABQ4,"Dihydrofolate reductase",Escherichia coli,159,54,34.0,1037,0.0598949962499
DP00302,Q7CL96,"Putative stringent starvation protein A",Yersinia pestis,213,24,11.3,1253,0.439977387603
DP00303,P02185,"Myoglobin",Physeter macrocephalus,153,153,100.0,1092,0.116048983696
DP00304,P31751,"RAC-beta serine/threonine-protein kinase",Homo sapiens,481,78,16.2,3635,0.447229570063
DP00305,P43155-1,"",,626,6,1.0,894,0.212155108128
DP00306,Q07108,"Early activation antigen CD69",Homo sapiens,199,84,42.2,2148,0.815625831338
DP00307,P51946,"Cyclin-H",Homo sapiens,323,46,14.2,1274,0.837093031192
DP00308,P06132,"Uroporphyrinogen decarboxylase",Homo sapiens,367,30,8.2,1260,0.461534391534
DP00309,P00533-1,"",,1210,26,2.1,4448,0.4000242114
DP00310,P62495,"Eukaryotic peptide chain release factor subunit 1",Homo sapiens,437,39,8.9,886,0.448920530185
DP00311,P24071-1,"",,287,18,6.3,1837,0.371832093389
DP00312,P36888,"Receptor-type tyrosine-protein kinase FLT3",Homo sapiens,993,46,4.6,2981,0.630099324709
DP00313,P32455,"Interferon-induced guanylate-binding protein 1",Homo sapiens,592,52,8.8,918,0.479407574996
DP00314,Q9UJY5-1,"",,639,83,13.0,1010,0.529858046046
DP00315,O43464-1,"",,458,29,6.3,2985,0.580604170277
DP00317,P08581-1,"",,1390,77,5.5,3103,0.734375196186
DP00318,Q8WUM0,"Nuclear pore complex protein Nup133",Homo sapiens,1156,74,6.4,218,0.42573766427
DP00319,O15350-1,"",,636,21,3.3,169,0.787827557058
DP00320,P05121,"Plasminogen activator inhibitor 1",Homo sapiens,402,23,5.7,1180,0.978739867354
DP00321,Q9UM07,"Protein-arginine deiminase type-4",Homo sapiens,663,128,19.3,200,0.297109375
DP00322,P11309-2,"Isoform 2 of Serine/threonine-protein kinase pim-1",Homo sapiens,313,23,7.3,1202,0.784091731173
DP00323,O75469-1,"",,434,35,8.1,1523,0.495957227277
DP00324,P09651-1,"",,371,32,8.6,2604,0.385776689708
DP00325,P01099,"Protein phosphatase 1 regulatory subunit 1A",Oryctolagus cuniculus,166,166,100.0,56,0.356712564544
DP00326,Q837V6,"DNA ligase",Enterococcus faecalis,676,9,1.3,1640,0.418157181572
DP00327,O14832,"Phytanoyl-CoA dioxygenase, peroxisomal",Homo sapiens,338,49,14.5,1365,0.509949914032
DP00328,Q08605-2,"Isoform B of Transcription factor GAGA",Drosophila melanogaster,519,383,73.8,1752,0.893018944407
DP00329,P02666,"Beta-casein",Bos taurus,224,224,100.0,47,0.347074468085
DP00330,P02662,"Alpha-S1-casein",Bos taurus,214,214,100.0,59,0.577300807857
DP00332,P21815,"Bone sialoprotein 2",Homo sapiens,317,317,100.0,49,0.459473379257
DP00333,P27797,"Calreticulin",Homo sapiens,417,400,95.9,823,0.42197144593
DP00334,Q00987-1,"",,491,112,22.8,909,0.940790507622
DP00335,Q64364-1,"",,169,37,21.9,10,0.0027027027027
DP00336,Q8N726-1,"",,173,37,21.4,10,0.8
DP00337,P06968,"Deoxyuridine 5'-triphosphate nucleotidohydrolase",Escherichia coli,152,16,10.5,1025,0.26743902439
DP00338,B0B1U2,"ABO glycosyltransferase",Homo sapiens,354,26,7.3,206,0.153846153846
DP00339,P16442,"Histo-blood group ABO system transferase",Homo sapiens,354,26,7.3,205,0.152720450281
DP00340,P62965,"Cellular retinoic acid-binding protein 1",Mus musculus,137,31,22.6,773,0.102741726829
DP00341,Q02248,"Catenin beta-1",Mus musculus,781,67,8.6,2676,0.78590232693
DP00342,P09883,"Colicin-E9",Escherichia coli,582,83,14.3,154,0.822875919261
DP00343,Q9Y6Q9-3,"Isoform 3 of Nuclear receptor coactivator 3",Homo sapiens,1412,71,5.0,1491,0.968723136944
DP00344,P62152,"Calmodulin",Drosophila melanogaster,149,5,3.4,1296,0.141358024691
DP00345,P16535,"Leukotoxin",Pasteurella haemolytica,953,70,7.3,2158,0.824990070171
DP00346,P07140,"Acetylcholinesterase",Drosophila melanogaster,624,32,5.1,1679,0.80686048243
DP00347,P04972,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",Bos taurus,87,87,100.0,24,0.132662835249
DP00348,P45481,"CREB-binding protein",Mus musculus,2441,94,3.9,1627,0.967463939636
DP00349,P06709,"Bifunctional protein BirA",Escherichia coli,321,42,13.1,1850,0.345019305019
DP00350,Q56311,"Chemotaxis protein CheW",Thermotoga maritima,151,44,29.1,1078,0.282825940293
DP00351,Q27974,"Putative tyrosine-protein phosphatase auxilin",Bos taurus,910,267,29.3,1433,0.950827341608
DP00352,O33599,"Glycyl-glycine endopeptidase lytM",Staphylococcus aureus,316,36,11.4,1573,0.263244331426
DP00353,P23202,"Transcriptional regulator URE2",Saccharomyces cerevisiae,354,90,25.4,1295,0.989146289146
DP00354,O50835,"Fibronectin-binding protein BBK32",Borrelia burgdorferi,354,150,42.4,16,0.285416666667
DP00355,P02649,"Apolipoprotein E",Homo sapiens,317,51,16.1,329,0.376065319745
DP00356,Q99967-1,"",,270,51,18.9,37,0.180710121887
DP00357,P62328,"Thymosin beta-4",Homo sapiens,44,44,100.0,118,0.128659476117
DP00358,Q15185,"Prostaglandin E synthase 3",Homo sapiens,160,45,28.1,867,0.748378828656
DP00359,A6Q0K5,"Calvin cycle protein CP12, chloroplastic",Chlamydomonas reinhardtii,80,80,100.0,205,0.14512195122
DP00360,O14576-1,"",,645,289,44.8,4265,0.931235574017
DP00361,Q23229-1,"",,417,23,5.5,13,0.588628762542
DP00362,P08553,"Neurofilament medium polypeptide",Mus musculus,849,438,51.6,1471,0.921956920555
DP00363,Q16222-1,"",,522,17,3.3,825,0.695401069519
DP00363_A002,Q16222-2,"Isoform AGX1 of UDP-N-acetylhexosamine pyrophosphorylase",Homo sapiens,505,15,3.0,832,0.625080128205
DP00364,Q15382,"GTP-binding protein Rheb",Homo sapiens,184,9,4.9,1528,0.0775159976731
DP00365,P53041,"Serine/threonine-protein phosphatase 5",Homo sapiens,499,129,25.9,4029,0.504072220587
DP00367,Q9RP19,"Urease accessory protein UreG",Bacillus pasteurii,211,211,100.0,2520,0.422903031671
DP00372,Q9NR00,"Uncharacterized protein C8orf4",Homo sapiens,106,106,100.0,23,0.154224774405
DP00373,P81058,"Penaeidin-3a",Litopenaeus vannamei,82,28,34.1,17,0.182773109244
DP00374,P33120,"Diphtheria toxin repressor",Corynebacterium diphtheriae,226,17,7.5,2329,0.835551738944
DP00375,P50465,"Endonuclease 8",Escherichia coli,263,34,12.9,1065,0.0686826843413
DP00376,Q9H2S9-1,"",,585,23,3.9,2829,0.8902669556
DP00377,P45577,"ProP effector",Escherichia coli,232,54,23.3,271,0.798414650813
DP00378,P08047,"Transcription factor Sp1",Homo sapiens,785,22,2.8,2510,0.115248098515
DP00379,P22868,"Methane monooxygenase component C",Methylococcus capsulatus,348,35,10.1,2552,0.555810568742
DP00380,P38582,"Putative carnobacteriocin-B2 immunity protein",Carnobacterium maltaromaticum,111,17,15.3,23,0.0230179028133
DP00381,P35869,"Aryl hydrocarbon receptor",Homo sapiens,848,169,19.9,1669,0.962313116666
DP00382,O28362,"Ribonuclease P protein component 1",Archaeoglobus fulgidus,102,40,39.2,318,0.392531446541
DP00383,P05091,"Aldehyde dehydrogenase, mitochondrial",Homo sapiens,500,47,9.4,1444,0.146460776802
DP00384,P63158,"High mobility group protein B1",Mus musculus,215,61,28.4,1711,0.754299565971
DP00385,P49841-1,"",,420,90,21.4,3702,0.743084819017
DP00386,P02647,"Apolipoprotein A-I",Homo sapiens,267,0,0.0,430,0.0
DP00386_C001,P02647,"Apolipoprotein A-I",Homo sapiens,242,75,31.0,438,0.34703196347
DP00387,P25814,"Ribonuclease P protein component",Bacillus subtilis,116,116,100.0,1027,0.094097303831
DP00388,P28311,"Alpha-defensin 4",Mus musculus,92,14,15.2,143,0.154345654346
DP00389,P09983,"Hemolysin, chromosomal",Escherichia coli,1023,61,6.0,2493,0.847408810242
DP00390,P17870-1,"",,418,73,17.5,777,0.545670915534
DP00392,Q09161,"Nuclear cap-binding protein subunit 1",Homo sapiens,790,59,7.5,282,0.482089193413
DP00393,P52298-1,"",,156,79,50.6,1359,0.694796061885
DP00394,P04189,"Subtilisin E",Bacillus subtilis,381,77,20.2,2470,0.522014827278
DP00395,P40136,"Calmodulin-sensitive adenylate cyclase",Bacillus anthracis,800,14,1.8,46,0.38198757764
DP00396,O74718,"Eukaryotic peptide chain release factor GTP-binding subunit",Schizosaccharomyces pombe,662,58,8.8,3167,0.53763487691
DP00397,Q9ES89,"Exostosin-like 2",Mus musculus,330,14,4.2,291,0.223367697595
DP00398,P07342,"Acetolactate synthase catalytic subunit, mitochondrial",Saccharomyces cerevisiae,687,90,13.1,1596,0.470043163464
DP00399,P50097,"Inosine-5'-monophosphate dehydrogenase",Tritrichomonas foetus,503,170,33.8,3837,0.592268776158
DP00400,P60752,"Lipid A export ATP-binding/permease protein MsbA",Escherichia coli,582,113,19.4,2075,0.0845505917475
DP00401,P52477,"Multidrug resistance protein mexA",Pseudomonas aeruginosa,383,129,33.7,1808,0.250214378816
DP00404,O00204,"Sulfotransferase family cytosolic 2B member 1",Homo sapiens,365,13,3.6,2040,0.9342760181
DP00404_A002,O00204-2,"Isoform 2 of Sulfotransferase family cytosolic 2B member 1",Homo sapiens,350,63,18.0,1709,0.867470998542
DP00406,Q04637,"Eukaryotic translation initiation factor 4 gamma 1",Homo sapiens,1599,12,0.8,767,0.704802259887
DP00407,P07363-1,"",,654,65,9.9,4132,0.806880631469
DP00408,P63000-1,"",,192,45,23.4,1516,0.0447669305189
DP00410,P12497,"Gag-Pol polyprotein",Human immunodeficiency,1435,0,0.0,4323,0.0
DP00410_C011,P12497,"Gag-Pol polyprotein",Human immunodeficiency,288,15,5.2,1951,0.0417221937468
DP00412,P0A6G1,"10 kDa chaperonin",Escherichia coli,97,15,15.5,1044,0.0289910600255
DP00414,P0ABS1,"DnaK suppressor protein",Escherichia coli,151,65,43.0,1396,0.471379766365
DP00415,P0ABE0,"Biotin carboxyl carrier protein of acetyl-CoA carboxylase",Escherichia coli,156,28,17.9,1815,0.563380558835
DP00416,P0A6A8,"Acyl carrier protein",Escherichia coli,78,34,43.6,1140,0.0373581011352
DP00418,P78504,"Protein jagged-1",Homo sapiens,1218,125,10.3,3616,0.950811946903
DP00419,P03176,"Thymidine kinase",Human herpesvirus,376,60,16.0,158,0.749683544304
DP00420,Q96T21,"Selenocysteine insertion sequence-binding protein 2",Homo sapiens,854,679,79.5,748,0.951832279303
DP00421,P07516,"Protein phosphatase 1 regulatory subunit 1B",Bos taurus,202,202,100.0,46,0.461579853638
DP00422,P0A6R3,"DNA-binding protein fis",Escherichia coli,98,25,25.5,1733,0.96884016157
DP00423,P53551,"Histone H1",Saccharomyces cerevisiae,258,82,31.8,1086,0.574080312626
DP00424,P04325,"Protein Rev",Human immunodeficiency,116,55,47.4,608,0.104545454545
DP00427,P0AFG8,"Pyruvate dehydrogenase E1 component",Escherichia coli,887,85,9.6,2741,0.765645857029
DP00428,P53350,"Serine/threonine-protein kinase PLK1",Homo sapiens,603,53,8.8,3100,0.808514911747
DP00429,P32170,"L-rhamnose isomerase",Escherichia coli,419,15,3.6,264,0.199747474747
DP00430,P00942,"Triosephosphate isomerase",Saccharomyces cerevisiae,248,11,4.4,1102,0.0754000989936
DP00432,P11632,"Non-histone chromosomal protein 6A",Saccharomyces cerevisiae,93,17,18.3,1023,0.75843827267
DP00433,P03023,"Lactose operon repressor",Escherichia coli,360,62,17.2,2211,0.309508177587
DP00434,Q9SQZ9,"PITH domain-containing protein At3g04780",Arabidopsis thaliana,176,8,4.5,419,0.872911694511
DP00435,Q01853,"Transitional endoplasmic reticulum ATPase",Mus musculus,806,24,3.0,4948,0.437020008084
DP00436,P50477,"Canavalin",Canavalia ensiformis,445,95,21.3,1409,0.828994060737
DP00437,P43351,"DNA repair protein RAD52 homolog",Homo sapiens,418,23,5.5,232,0.82440029985
DP00438,Q05158,"Cysteine and glycine-rich protein 2",Coturnix coturnix,194,48,24.7,1422,0.827897913737
DP00441,Q28181-4,"Isoform GARP1 of Cyclic nucleotide-gated cation channel beta-1",Bos taurus,590,590,100.0,35,0.534188861985
DP00443,Q14191,"Werner syndrome ATP-dependent helicase",Homo sapiens,1432,24,1.7,5660,0.850485865724
DP00444,P02489,"Alpha-crystallin A chain",Homo sapiens,173,30,17.3,1366,0.314153245486
DP00445,P02511,"Alpha-crystallin B chain",Homo sapiens,175,28,16.0,1380,0.24567805383
DP00446,O35718,"Suppressor of cytokine signaling 3",Mus musculus,225,36,16.0,1228,0.66159971046
DP00447,P12579,"Phosphoprotein",Human respiratory,241,140,58.1,10,0.375
DP00448,Q9Y613,"FH1/FH2 domain-containing protein 1",Homo sapiens,1164,61,5.2,1152,0.931665528233
DP00449,P53563-1,"",,233,55,23.6,343,0.837052743175
DP00450,P80457,"Xanthine dehydrogenase/oxidase",Bos taurus,1332,119,8.9,3015,0.796655378569
DP00455,P84092,"AP-2 complex subunit mu",Rattus norvegicus,435,40,9.2,1362,0.486784140969
DP00457,Q9Y3D6,"Mitochondrial fission 1 protein",Homo sapiens,152,46,30.3,229,0.347446364154
DP00458,P37727,"Rab proteins geranylgeranyltransferase component A 1",Rattus norvegicus,650,155,23.8,1571,0.913837498203
DP00459,Q07960,"Rho GTPase-activating protein 1",Homo sapiens,439,34,7.7,1572,0.752226463104
DP00460,Q92838,"Ectodysplasin-A",Homo sapiens,391,6,1.5,2795,0.664698867024
DP00460_A003,Q92838-3,"Isoform 3 of Ectodysplasin-A",Homo sapiens,389,4,1.0,2598,0.682832948422
DP00461,P08083,"Colicin-N",Escherichia coli,387,30,7.8,44,0.977272727273
DP00462,P11157,"Ribonucleoside-diphosphate reductase subunit M2",Mus musculus,390,101,25.9,1118,0.690430223702
DP00463,Q9Z0U4-1,"",,991,67,6.8,3850,0.75132002326
DP00464,Q13485,"Mothers against decapentaplegic homolog 4",Homo sapiens,552,62,11.2,356,0.550788329105
DP00465,Q57696,"Uncharacterized protein MJ0246",Methanocaldococcus jannaschii,99,99,100.0,1024,0.151031802399
DP00466,P04156,"Major prion protein",Homo sapiens,253,104,41.1,74,0.584589397089
DP00467,Q01484,"Ankyrin-2",Homo sapiens,1839,285,15.5,5034,0.993310750058
DP00468,P25963,"NF-kappa-B inhibitor alpha",Homo sapiens,317,108,34.1,3052,0.746580869861
DP00469,O24646,"Transcription factor HY5",Arabidopsis thaliana,168,77,45.8,996,0.969292755437
DP00470,Q39532,"Opaque 2",Coix lachryma-jobi,408,51,12.5,623,0.483775532685
DP00471,Q6QCC2,"Lipoprotein",Neisseria meningitidis,274,36,13.1,138,0.369565217391
DP00472,P50542-3,"Isoform 3 of Peroxisomal targeting signal 1 receptor",Homo sapiens,631,324,51.3,4081,0.946936420207
DP00473,Q49AN0,"Cryptochrome-2",Homo sapiens,593,103,17.4,1650,0.709732274198
DP00474,Q43125,"Cryptochrome-1",Arabidopsis thaliana,681,176,25.8,1669,0.922228198704
DP00475,Q6Q547,"H/ACA ribonucleoprotein complex subunit 3",Saccharomyces cerevisiae,58,43,74.1,255,0.096397628819
DP00482,Q08826,"Sorting nexin-3",Saccharomyces cerevisiae,162,30,18.5,1257,0.892124105012
DP00483,Q8TFB8,"",,685,253,36.9,3328,0.953502679386
DP00484,P96086,"Tricorn protease",Thermoplasma acidophilum,1071,48,4.5,5708,0.944942040411
DP00485,Q9UBE0,"SUMO-activating enzyme subunit 1",Homo sapiens,346,27,7.8,1837,0.639327405794
DP00486,Q9UBT2,"SUMO-activating enzyme subunit 2",Homo sapiens,640,126,19.7,1998,0.889079555746
DP00487,P09938,"Ribonucleoside-diphosphate reductase small chain 1",Saccharomyces cerevisiae,399,68,17.0,1138,0.460573245115
DP00488,P49723,"Ribonucleoside-diphosphate reductase small chain 2",Saccharomyces cerevisiae,345,81,23.5,1159,0.231627946612
DP00489,P21793,"Decorin",Bos taurus,360,25,6.9,3457,0.846097772635
DP00490,O88900,"Growth factor receptor-bound protein 14",Rattus norvegicus,538,75,13.9,1644,0.696407137064
DP00491,Q62165,"Dystroglycan",Mus musculus,893,0,0.0,229,0.0
DP00491_C002,Q62165,"Dystroglycan",Mus musculus,242,97,40.1,61,0.140611796519
DP00492,P10275-1,"",,919,344,37.4,3179,0.951382437069
DP00499,Q9Z2F5,"C-terminal-binding protein 1",Rattus norvegicus,430,86,20.0,2165,0.915956818304
DP00500,Q8MWS6,"DNA repair enzyme",Toxoplasma gondii,466,60,12.9,1448,0.719221915285
DP00501,Q6IBA2,"PC4 protein",Homo sapiens,127,60,47.2,290,0.796954022989
DP00502,P11912-1,"",,226,61,27.0,1580,0.772141523138
DP00503,P40259-1,"",,229,49,21.4,1515,0.840816326531
DP00504,P52434,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",Homo sapiens,150,23,15.3,210,0.15983436853
DP00505,P04234,"T-cell surface glycoprotein CD3 delta chain",Homo sapiens,171,45,26.3,224,0.24255952381
DP00506,P07766,"T-cell surface glycoprotein CD3 epsilon chain",Homo sapiens,207,55,26.6,295,0.464098613251
DP00508,P09693,"T-cell surface glycoprotein CD3 gamma chain",Homo sapiens,182,44,24.2,236,0.286305855162
DP00509,P30273,"High affinity immunoglobulin epsilon receptor subunit gamma",Homo sapiens,86,42,48.8,50,0.170476190476
DP00510,O60356,"Nuclear protein 1",Homo sapiens,82,82,100.0,81,0.228696175851
DP00511,Q76LA1,"CSTB protein",Homo sapiens,98,67,68.4,481,0.0490582430881
DP00512,P56210,"50S ribosomal protein L11 (Fragment)",Geobacillus stearothermophilus,133,12,9.0,1038,0.0220777135517
DP00513,Q97ZL0,"Acylphosphatase",Sulfolobus solfataricus,101,11,10.9,1073,0.9891552995
DP00514,P34945,"Serine--tRNA ligase",Thermus thermophilus,421,132,31.4,1831,0.406033298578
DP00515,P02768-1,"",,609,7,1.1,266,0.527926960258
DP00516,P60472,"Undecaprenyl pyrophosphate synthase",Escherichia coli,253,12,4.7,1066,0.0728580362727
DP00517,P52179-1,"",,1685,96,5.7,,
DP00518,O54918,"",,140,113,80.7,17,0.196772514315
DP00519,P25054-1,"",,2843,384,13.5,749,0.940775200267
DP00520,Q969F2-1,"",,451,217,48.1,572,0.547589507267
DP00521,O95997,"Securin",Homo sapiens,202,202,100.0,40,0.0761138613861
DP00524,Q9NQC3-2,"Isoform 2 of Reticulon-4",Homo sapiens,373,233,62.5,575,0.799626796044
DP00527,P02783,"Seminal vesicle secretory protein 4",Rattus norvegicus,112,91,81.3,5,0.272527472527
DP00529,Q9KJ82,"Plasmid partition protein ParG",Salmonella newport,76,32,42.1,207,0.876962560386
DP00530,P12950,"Dehydrin DHN1",Zea mays,167,167,100.0,295,0.503643560337
DP00531,Q08655,"Abscisic stress-ripening protein 1",Solanum lycopersicum,115,115,100.0,77,0.333709768492
DP00532,Q8GT36,"Thylakoid soluble phosphoprotein",Spinacia oleracea,103,103,100.0,26,0.219193427931
DP00533,P06701,"Regulatory protein SIR3",Saccharomyces cerevisiae,978,335,34.3,1173,0.950090977338
DP00534,Q9LZP9,"Calvin cycle protein CP12-2, chloroplastic",Arabidopsis thaliana,131,78,59.5,224,0.128434065934
DP00535,A7UMX5,"Synaptopodin 2 variant",Meleagris gallopavo,996,996,100.0,94,0.402386140306
DP00536,Q42512,"",,139,89,64.0,30,0.405617977528
DP00537,O43236-1,"",,478,119,24.9,2846,0.964573601753
DP00538,A8CDV5,"Latent membrane protein 2A (Fragment)",Epstein-Barr virus,118,118,100.0,3,0.0734463276836
DP00539,P51608,"Methyl-CpG-binding protein 2",Homo sapiens,486,440,90.5,196,0.874211502783
DP00540,Q9VPU8,"KRR1 small subunit processome component homolog",Drosophila melanogaster,345,345,100.0,578,0.461170452836
DP00541,Q91V27,"Melanophilin",Mus musculus,590,257,43.6,322,0.842835391643
DP00543,Q14061,"Cytochrome c oxidase copper chaperone",Homo sapiens,63,17,27.0,184,0.740409207161
DP00544,B0FRH7,"Protein LLP",Aplysia kurodai,120,120,100.0,71,0.0977699530516
DP00546,Q9NX55-1,"",,175,175,100.0,130,0.518021978022
DP00549,O00488,"Zinc finger protein 593",Homo sapiens,134,101,75.4,269,0.471566859288
DP00550,P02628,"Parvalbumin alpha",Esox lucius,108,108,100.0,1645,0.18376111674
DP00551,P16860,"Natriuretic peptides B",Homo sapiens,134,102,76.1,134,0.295800409716
DP00552,P0AFX7,"Sigma-E factor negative regulatory protein",Escherichia coli,216,96,44.4,348,0.611829501916
DP00553,Q9NZ94-1,"",,848,118,13.9,1726,0.963180273779
DP00554,Q9C000-1,"",,1473,20,1.4,4825,0.985098445596
DP00555,Q16143,"Beta-synuclein",Homo sapiens,134,134,100.0,54,0.222360420122
DP00556,P12003-1,"Isoform 1 of Vinculin",Gallus gallus,1066,135,12.7,247,0.51396011396
DP00557,Q00955,"Acetyl-CoA carboxylase",Saccharomyces cerevisiae,2233,96,4.3,6327,0.961273773774
DP00558,P49354-1,"",,379,54,14.2,2254,0.984299516908
DP00559,O66493,"Chorismate synthase",Aquifex aeolicus,398,63,15.8,1019,0.189448105052
DP00560,Q02597,"Genome polyprotein",Turnip mosaic,3163,0,0.0,4906,0.0
DP00560_C007,Q02597,"Genome polyprotein",Turnip mosaic,192,192,100.0,140,0.0684151785714
DP00561,P28583,"Calcium-dependent protein kinase SK5",Glycine max,508,21,4.1,3169,0.578506063202
DP00562,Q9Y296,"Trafficking protein particle complex subunit 4",Homo sapiens,219,13,5.9,553,0.466128807901
DP00563,Q61337,"Bcl2 antagonist of cell death",Mus musculus,204,204,100.0,30,0.377614379085
DP00564,Q6P8Z1,"Protein B-Myc",Mus musculus,170,170,100.0,102,0.261764705882
DP00565,P63098,"",,170,53,31.2,1822,0.387910858894
DP00566,P13102,"Hemagglutinin",Influenza A,566,35,6.2,131,0.175136314068
DP00567,Q07932,"Pilosulin-1",Myrmecia pilosula,112,18,16.1,3,0.0
DP00568,Q66SS1,"Paired box 6",Homo sapiens,422,16,3.8,2291,0.722337407246
DP00569,Q96IH6,"EMILIN-1",Homo sapiens,347,18,5.2,2500,0.748266666667
DP00570,P09132,"Signal recognition particle 19 kDa protein",Homo sapiens,144,10,6.9,373,0.66836461126
DP00571,P39900,"Macrophage metalloelastase",Homo sapiens,470,19,4.0,2174,0.403428073403
DP00573,P03305,"Genome polyprotein",Foot-and-mouth disease,2332,0,0.0,2017,0.0
DP00573_C003,P03305,"Genome polyprotein",Foot-and-mouth disease,85,60,70.6,22,0.150757575758
DP00573_C004,P03305,"Genome polyprotein",Foot-and-mouth disease,218,8,3.7,324,0.560185185185
DP00573_C005,P03305,"Genome polyprotein",Foot-and-mouth disease,220,42,19.1,345,0.451966873706
DP00573_C006,P03305,"Genome polyprotein",Foot-and-mouth disease,211,41,19.4,492,0.094090818957
DP00574,P11831,"Serum response factor",Homo sapiens,508,45,8.9,1137,0.981510798397
DP00575,P77072,"Alkylmercury lyase",Escherichia coli,212,51,24.1,118,0.354769026255
DP00576,P54252-1,"",,376,43,11.4,308,0.304062216853
DP00578,P0AG16,"Amidophosphoribosyltransferase",Escherichia coli,505,59,11.7,3886,0.589260012038
DP00579,Q6PBE3,"Ribosomal protein L5",Xenopus tropicalis,296,75,25.3,503,0.461444665341
DP00580,O24172,"Pollen allergen Ole e 6",Olea europaea,50,17,34.0,18,0.150326797386
DP00581,P11233,"Ras-related protein Ral-A",Homo sapiens,206,26,12.6,1699,0.370036673156
DP00582,P56552,"Defensin-like protein",Pentadiplandra brazzeana,54,8,14.8,1,0.0
DP00583,P16006,"Deoxycytidylate deaminase",Enterobacteria phage,193,21,10.9,1167,0.921124576652
DP00584,A2VD23,"Protein starmaker",Danio rerio,613,613,100.0,8,0.202079934747
DP00586,P01094,"Protease A inhibitor 3",Saccharomyces cerevisiae,68,68,100.0,4,0.00367647058824
DP00587,Q9CQK7,"RWD domain-containing protein 1",Mus musculus,243,243,100.0,1046,0.442528464305
DP00588,P27958,"Genome polyprotein",Hepatitis C,3011,0,0.0,3694,0.0
DP00588_C001,P27958,"Genome polyprotein",Hepatitis C,190,0,0.0,109,0.0
DP00588_C002,P27958,"Genome polyprotein",Hepatitis C,176,81,46.0,109,0.227885377732
DP00588_C010,P27958,"Genome polyprotein",Hepatitis C,448,13,2.9,144,0.655982905983
DP00591,P15318,"Bifunctional hemolysin/adenylate cyclase",Bordetella pertussis,1706,701,41.1,2814,0.509010886063
DP00592,P48539,"Purkinje cell protein 4",Homo sapiens,62,62,100.0,40,0.34435483871
DP00594,P49869,"Probable nuclear hormone receptor HR38",Drosophila melanogaster,1073,0,0.0,3283,0.0
DP00594_A002,P49869,"Probable nuclear hormone receptor HR38",Drosophila melanogaster,551,216,39.2,1762,0.987687602472
DP00600,P60723,"50S ribosomal protein L4",Escherichia coli,201,63,31.3,1062,0.0553164140735
DP00605,Q24246,"Cytoplasmic dynein 1 intermediate chain",Drosophila melanogaster,663,27,4.1,3616,0.986582268109
DP00606,P42759-1,"",,260,260,100.0,418,0.573343761502
DP00607,Q16595,"Frataxin, mitochondrial",Homo sapiens,210,130,61.9,514,0.176055073331
DP00608,Q13573,"SNW domain-containing protein 1",Homo sapiens,536,71,13.2,215,0.336849000983
DP00609,O81283,"Translocase of chloroplast 159, chloroplastic",Arabidopsis thaliana,1503,839,55.8,2148,0.988797406685
DP00610,Q9SLF3,"Translocase of chloroplast 132, chloroplastic",Arabidopsis thaliana,1206,455,37.7,2086,0.998910581269
DP00611,P30291,"Wee1-like protein kinase",Homo sapiens,646,292,45.2,3037,0.954422848792
DP00613,Q22472,"Resistance to inhibitors of cholinesterase protein 3",Caenorhabditis elegans,378,378,100.0,75,0.551499118166
DP00614,Q07412,"Triosephosphate isomerase",Plasmodium falciparum,248,29,11.7,1123,0.0590167961433
DP00615,Q9WMX2,"Genome polyprotein",Hepatitis C,3010,0,0.0,4407,0.0
DP00615_C010,Q9WMX2,"Genome polyprotein",Hepatitis C,447,398,89.0,156,0.523208993686
DP00616,P02788,"Lactotransferrin",Homo sapiens,710,22,3.1,693,0.303489439853
DP00617,P60896,"26S proteasome complex subunit DSS1",Homo sapiens,70,70,100.0,158,0.154339963834
DP00618,P53954,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",Saccharomyces cerevisiae,548,14,2.6,2392,0.493758958433
DP00619,Q58667,"Homoaconitase small subunit",Methanocaldococcus jannaschii,170,4,2.4,1285,0.22859922179
DP00620,Q68FT9,"Selenocysteine lyase",Rattus norvegicus,432,19,4.4,1986,0.233343933853
DP00621,P00736,"Complement C1r subcomponent",Homo sapiens,705,113,16.0,3911,0.607972068796
